Restaurant_ID,Restaurant_Name,Cuisine,City,Food_Item,Holiday,Weather,Weekend,Year,Quarter,Month,Day,Sum of Customers,Unsold_Quantity,Waste_Per_Customer,Waste_Percentage,Sales_Percentage,Sum of Remaining_Quantity,Sum of Prepared_Quantity,Sum of Discount_Percent,Sum of Sold_Quantity,Sum of Temperature_C,Sum of Waste_Amount_kg
R001,Spice Garden,Chinese,Chennai,Manchurian,No,Sunny,Yes,2025,Qtr 3,August,23,110,55,0.132909091,6.384279476,75.98253275,55,229,5,174,25,14.62
R001,Spice Garden,Chinese,Chennai,Manchurian,No,Sunny,Yes,2025,Qtr 4,October,4,70,26,0.104142857,4.288235294,84.70588235,26,170,5,144,26,7.29
R001,Spice Garden,Chinese,Chennai,Manchurian,Yes,Sunny,Yes,2025,Qtr 4,November,16,96,0,0,0,100,0,144,20,144,28,0
R001,Spice Garden,Chinese,Chennai,Noodles,No,Cloudy,No,2025,Qtr 4,December,18,176,29,0.029886364,2.120967742,88.30645161,29,248,15,219,25,5.26
R001,Spice Garden,Chinese,Chennai,Noodles,No,Cloudy,Yes,2025,Qtr 4,December,27,138,14,0.02057971,1.731707317,91.46341463,14,164,15,150,31,2.84
R001,Spice Garden,Chinese,Chennai,Noodles,No,Rainy,No,2025,Qtr 2,April,24,125,63,0.1436,7.479166667,73.75,63,240,0,177,28,17.95
R001,Spice Garden,Chinese,Chennai,Noodles,No,Rainy,No,2025,Qtr 2,May,7,44,37,0.237045455,13.54545455,51.94805195,37,77,10,40,32,10.43
R001,Spice Garden,Chinese,Chennai,Noodles,No,Rainy,No,2025,Qtr 2,June,9,76,13,0.054868421,3.446280992,89.25619835,13,121,5,108,25,4.17
R001,Spice Garden,Chinese,Chennai,Noodles,No,Rainy,Yes,2025,Qtr 1,March,1,158,44,0.073037975,4.525490196,82.74509804,44,255,20,211,30,11.54
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,No,2025,Qtr 1,January,16,102,81,0.231666667,8.120274914,72.16494845,81,291,10,210,30,23.63
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,No,2025,Qtr 1,February,28,67,19,0.072537313,3.283783784,87.16216216,19,148,20,129,31,4.86
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,No,2025,Qtr 1,March,17,78,62,0.261282051,8.746781116,73.39055794,62,233,0,171,33,20.38
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,No,2025,Qtr 2,May,5,187,36,0.060748663,4.694214876,85.12396694,36,242,15,206,34,11.36
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,No,2025,Qtr 3,July,25,61,33,0.184918033,7.324675325,78.57142857,33,154,20,121,26,11.28
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,No,2025,Qtr 3,July,28,54,37,0.128333333,5.775,69.16666667,37,120,10,83,38,6.93
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,No,2025,Qtr 3,September,17,77,61,0.146493506,5.936842105,67.89473684,61,190,10,129,22,11.28
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,Yes,2025,Qtr 2,April,19,42,22,0.179047619,7.028037383,79.43925234,22,107,5,85,39,7.52
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,Yes,2025,Qtr 3,August,24,89,41,0.15011236,6.886597938,78.86597938,41,194,0,153,29,13.36
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,Yes,2025,Qtr 3,August,30,18,26,0.323333333,10.58181818,52.72727273,26,55,20,29,39,5.82
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,Yes,2025,Qtr 4,October,18,72,34,0.143472222,5.465608466,82.01058201,34,189,25,155,32,10.33
R001,Spice Garden,Chinese,Chennai,Noodles,No,Sunny,Yes,2025,Qtr 4,October,26,25,1,0.0112,0.56,98,1,50,0,49,29,0.28
R001,Spice Garden,Chinese,Chennai,Noodles,Yes,Rainy,No,2025,Qtr 4,November,26,142,45,0.083450704,4.003378378,84.7972973,45,296,15,251,37,11.85
R001,Spice Garden,Chinese,Chennai,Noodles,Yes,Sunny,No,2025,Qtr 1,February,28,132,26,0.040530303,2.057692308,90,26,260,25,234,37,5.35
R001,Spice Garden,Italian,Chennai,Pasta,No,Cloudy,No,2025,Qtr 1,January,28,73,18,0.06739726,5.020408163,81.63265306,18,98,0,80,37,4.92
R001,Spice Garden,Italian,Chennai,Pasta,No,Cloudy,No,2025,Qtr 2,April,28,90,35,0.115,5.048780488,82.92682927,35,205,20,170,29,10.35
R001,Spice Garden,Italian,Chennai,Pasta,No,Cloudy,No,2025,Qtr 2,May,1,101,80,0.256336634,10.11328125,68.75,80,256,25,176,40,25.89
R001,Spice Garden,Italian,Chennai,Pasta,No,Cloudy,No,2025,Qtr 2,May,6,84,91,0.357380952,12.56066946,61.92468619,91,239,0,148,38,30.02
R001,Spice Garden,Italian,Chennai,Pasta,No,Cloudy,No,2025,Qtr 4,December,2,145,27,0.056344828,3.268,89.2,27,250,25,223,40,8.17
R001,Spice Garden,Italian,Chennai,Pasta,No,Cloudy,Yes,2025,Qtr 2,May,4,28,11,0.079642857,3.14084507,84.50704225,11,71,15,60,22,2.23
R001,Spice Garden,Italian,Chennai,Pasta,No,Rainy,No,2025,Qtr 4,November,17,105,80,0.16352381,8.099056604,62.26415094,80,212,5,132,28,17.17
R001,Spice Garden,Italian,Chennai,Pasta,No,Rainy,Yes,2025,Qtr 1,January,4,113,74,0.217787611,8.457044674,74.57044674,74,291,15,217,34,24.61
R001,Spice Garden,Italian,Chennai,Pasta,No,Rainy,Yes,2025,Qtr 1,March,9,250,51,0.05908,5.573584906,80.75471698,51,265,20,214,23,14.77
R001,Spice Garden,Italian,Chennai,Pasta,No,Rainy,Yes,2025,Qtr 4,October,12,74,41,0.114189189,7.222222222,64.95726496,41,117,0,76,40,8.45
R001,Spice Garden,Italian,Chennai,Pasta,No,Rainy,Yes,2025,Qtr 4,October,19,66,23,0.119090909,9.469879518,72.28915663,23,83,10,60,23,7.86
R001,Spice Garden,Italian,Chennai,Pasta,No,Sunny,No,2025,Qtr 1,January,29,103,85,0.266601942,9.56794425,70.38327526,85,287,5,202,34,27.46
R001,Spice Garden,Italian,Chennai,Pasta,No,Sunny,No,2025,Qtr 2,April,23,181,66,0.123812155,9.53617021,71.91489362,66,235,20,169,28,22.41
R001,Spice Garden,Italian,Chennai,Pasta,No,Sunny,No,2025,Qtr 3,August,20,176,23,0.044829545,3.793269231,88.94230769,23,208,15,185,24,7.89
R001,Spice Garden,Italian,Chennai,Pasta,No,Sunny,No,2025,Qtr 4,December,17,156,57,0.121410256,8.85046729,73.36448598,57,214,5,157,36,18.94
R001,Spice Garden,Italian,Chennai,Pasta,No,Sunny,Yes,2025,Qtr 1,February,9,43,17,0.13744186,7.481012658,78.48101266,17,79,10,62,22,5.91
R001,Spice Garden,Italian,Chennai,Pasta,No,Sunny,Yes,2025,Qtr 3,September,6,87,0,0,0,100,0,171,25,171,35,0
R001,Spice Garden,Italian,Chennai,Pasta,No,Sunny,Yes,2025,Qtr 4,October,12,204,43,0.040147059,3.398340249,82.15767635,43,241,5,198,25,8.19
R001,Spice Garden,Italian,Chennai,Pizza,No,Cloudy,No,2025,Qtr 1,February,20,34,1,0.008235294,0.482758621,98.27586207,1,58,20,57,34,0.28
R001,Spice Garden,Italian,Chennai,Pizza,No,Cloudy,No,2025,Qtr 3,August,21,23,41,0.440869565,12.21686747,50.60240964,41,83,20,42,36,10.14
R001,Spice Garden,Italian,Chennai,Pizza,No,Cloudy,No,2025,Qtr 4,November,28,138,72,0.13673913,7.174904943,72.62357414,72,263,10,191,31,18.87
R001,Spice Garden,Italian,Chennai,Pizza,No,Cloudy,Yes,2025,Qtr 3,August,16,35,0,0,0,100,0,72,25,72,32,0
R001,Spice Garden,Italian,Chennai,Pizza,No,Cloudy,Yes,2025,Qtr 3,August,17,50,34,0.1546,5.482269504,75.88652482,34,141,5,107,23,7.73
R001,Spice Garden,Italian,Chennai,Pizza,No,Cloudy,Yes,2025,Qtr 3,September,7,117,54,0.132820513,5.26779661,81.69491525,54,295,15,241,28,15.54
R001,Spice Garden,Italian,Chennai,Pizza,No,Rainy,No,2025,Qtr 1,March,13,102,107,0.310490196,13.47659574,54.46808511,107,235,5,128,30,31.67
R001,Spice Garden,Italian,Chennai,Pizza,No,Rainy,No,2025,Qtr 2,June,24,47,58,0.335744681,9.80124224,63.97515528,58,161,10,103,22,15.78
R001,Spice Garden,Italian,Chennai,Pizza,No,Rainy,No,2025,Qtr 3,August,1,132,37,0.052727273,2.961702128,84.25531915,37,235,15,198,32,6.96
R001,Spice Garden,Italian,Chennai,Pizza,No,Rainy,No,2025,Qtr 4,December,23,147,20,0.031020408,2.235294118,90.19607843,20,204,20,184,34,4.56
R001,Spice Garden,Italian,Chennai,Pizza,No,Rainy,Yes,2025,Qtr 3,August,2,76,28,0.075,5.135135135,74.77477477,28,111,20,83,35,5.7
R001,Spice Garden,Italian,Chennai,Pizza,No,Sunny,No,2025,Qtr 1,January,9,111,75,0.18981982,7.661818182,72.72727273,75,275,0,200,22,21.07
R001,Spice Garden,Italian,Chennai,Pizza,No,Sunny,No,2025,Qtr 1,February,24,78,0,0,0,100,0,86,15,86,27,0
R001,Spice Garden,Italian,Chennai,Pizza,No,Sunny,No,2025,Qtr 2,May,5,82,0,0,0,100,0,104,25,104,24,0
R001,Spice Garden,Italian,Chennai,Pizza,No,Sunny,No,2025,Qtr 2,May,16,207,55,0.073188406,6.419491525,76.69491525,55,236,15,181,34,15.15
R001,Spice Garden,Italian,Chennai,Pizza,No,Sunny,No,2025,Qtr 3,July,16,70,23,0.076,3.224242424,86.06060606,23,165,0,142,34,5.32
R001,Spice Garden,Italian,Chennai,Pizza,No,Sunny,No,2025,Qtr 3,August,8,116,76,0.171982759,7.643678161,70.88122605,76,261,10,185,30,19.95
R001,Spice Garden,Italian,Chennai,Pizza,No,Sunny,No,2025,Qtr 3,August,21,52,46,0.212307692,8.492307692,64.61538462,46,130,10,84,31,11.04
R001,Spice Garden,Italian,Chennai,Pizza,No,Sunny,Yes,2025,Qtr 1,March,8,103,5,0.010776699,0.668674699,96.98795181,5,166,25,161,33,1.11
R001,Spice Garden,Italian,Chennai,Pizza,No,Sunny,Yes,2025,Qtr 3,July,5,133,18,0.030601504,1.615079365,92.85714286,18,252,5,234,37,4.07
R001,Spice Garden,Italian,Chennai,Pizza,No,Sunny,Yes,2025,Qtr 3,September,27,128,24,0.036640625,3.5,82.08955224,24,134,20,110,37,4.69
R001,Spice Garden,Italian,Chennai,Pizza,Yes,Sunny,Yes,2025,Qtr 4,October,5,175,33,0.065542857,3.888135593,88.81355932,33,295,10,262,37,11.47
R001,Spice Garden,North Indian,Chennai,Biryani,No,Cloudy,No,2025,Qtr 1,February,7,24,9,0.072083333,2.836065574,85.24590164,9,61,0,52,24,1.73
R001,Spice Garden,North Indian,Chennai,Biryani,No,Cloudy,No,2025,Qtr 1,March,18,115,21,0.050608696,3.527272727,87.27272727,21,165,15,144,34,5.82
R001,Spice Garden,North Indian,Chennai,Biryani,No,Cloudy,No,2025,Qtr 4,October,22,61,72,0.248852459,7.59,64,72,200,5,128,30,15.18
R001,Spice Garden,North Indian,Chennai,Biryani,No,Cloudy,Yes,2025,Qtr 4,November,8,144,76,0.128819444,6.87037037,71.85185185,76,270,0,194,22,18.55
R001,Spice Garden,North Indian,Chennai,Biryani,No,Rainy,No,2025,Qtr 1,January,20,83,106,0.237710843,6.971731449,62.54416961,106,283,5,177,35,19.73
R001,Spice Garden,North Indian,Chennai,Biryani,No,Rainy,No,2025,Qtr 1,March,27,12,41,0.725,14.26229508,32.78688525,41,61,10,20,25,8.7
R001,Spice Garden,North Indian,Chennai,Biryani,No,Rainy,No,2025,Qtr 4,December,10,107,75,0.148785047,8.248704663,61.13989637,75,193,10,118,28,15.92
R001,Spice Garden,North Indian,Chennai,Biryani,No,Rainy,Yes,2025,Qtr 1,March,2,194,12,0.014536082,1.336492891,94.31279621,12,211,25,199,34,2.82
R001,Spice Garden,North Indian,Chennai,Biryani,No,Rainy,Yes,2025,Qtr 3,August,3,131,43,0.070534351,5.372093023,75,43,172,5,129,34,9.24
R001,Spice Garden,North Indian,Chennai,Biryani,No,Rainy,Yes,2025,Qtr 3,August,24,93,25,0.074408602,5.965517241,78.44827586,25,116,15,91,30,6.92
R001,Spice Garden,North Indian,Chennai,Biryani,No,Sunny,Yes,2025,Qtr 3,August,16,107,8,0.018878505,0.845188285,96.65271967,8,239,25,231,36,2.02
R001,Spice Garden,North Indian,Chennai,Biryani,No,Sunny,Yes,2025,Qtr 3,September,27,176,67,0.109318182,7.152416357,75.0929368,67,269,0,202,30,19.24
R001,Spice Garden,North Indian,Chennai,Naan,No,Cloudy,No,2025,Qtr 1,January,31,87,19,0.065747126,4.766666667,84.16666667,19,120,5,101,26,5.72
R001,Spice Garden,North Indian,Chennai,Naan,No,Cloudy,No,2025,Qtr 1,February,13,273,64,0.054725275,4.98,78.66666667,64,300,15,236,23,14.94
R001,Spice Garden,North Indian,Chennai,Naan,No,Cloudy,No,2025,Qtr 1,March,10,102,20,0.056960784,4.882352941,83.19327731,20,119,5,99,23,5.81
R001,Spice Garden,North Indian,Chennai,Naan,No,Cloudy,No,2025,Qtr 4,November,6,109,55,0.133027523,6.502242152,75.33632287,55,223,0,168,31,14.5
R001,Spice Garden,North Indian,Chennai,Naan,No,Cloudy,No,2025,Qtr 4,December,25,54,17,0.098333333,4.617391304,85.2173913,17,115,25,98,27,5.31
R001,Spice Garden,North Indian,Chennai,Naan,No,Rainy,No,2025,Qtr 2,April,25,114,89,0.218245614,10.36666667,62.91666667,89,240,10,151,35,24.88
R001,Spice Garden,North Indian,Chennai,Naan,No,Rainy,No,2025,Qtr 2,May,9,65,44,0.22,9.59731544,70.46979866,44,149,5,105,24,14.3
R001,Spice Garden,North Indian,Chennai,Naan,No,Rainy,No,2025,Qtr 2,May,13,87,34,0.080344828,5.102189781,75.18248175,34,137,20,103,23,6.99
R001,Spice Garden,North Indian,Chennai,Naan,No,Rainy,No,2025,Qtr 3,July,18,42,0,0,0,100,0,52,10,52,34,0
R001,Spice Garden,North Indian,Chennai,Naan,No,Rainy,Yes,2025,Qtr 4,November,29,52,11,0.055192308,3.298850575,87.35632184,11,87,20,76,35,2.87
R001,Spice Garden,North Indian,Chennai,Naan,No,Sunny,No,2025,Qtr 2,June,10,69,18,0.087246377,4.3,87.14285714,18,140,25,122,40,6.02
R001,Spice Garden,North Indian,Chennai,Naan,No,Sunny,No,2025,Qtr 2,June,27,69,54,0.257101449,9.69398907,70.49180328,54,183,5,129,30,17.74
R001,Spice Garden,North Indian,Chennai,Naan,No,Sunny,No,2025,Qtr 3,July,14,125,36,0.05728,4.53164557,77.21518987,36,158,10,122,29,7.16
R001,Spice Garden,North Indian,Chennai,Naan,No,Sunny,No,2025,Qtr 3,July,24,76,34,0.116578947,5.18128655,80.11695906,34,171,25,137,39,8.86
R001,Spice Garden,North Indian,Chennai,Naan,No,Sunny,No,2025,Qtr 3,July,30,114,88,0.160614035,7.473469388,64.08163265,88,245,0,157,33,18.31
R001,Spice Garden,North Indian,Chennai,Naan,No,Sunny,No,2025,Qtr 4,November,25,22,30,0.287727273,9.308823529,55.88235294,30,68,20,38,38,6.33
R001,Spice Garden,North Indian,Chennai,Naan,No,Sunny,No,2025,Qtr 4,December,1,180,72,0.076,4.733564014,75.08650519,72,289,5,217,37,13.68
R001,Spice Garden,North Indian,Chennai,Naan,No,Sunny,Yes,2025,Qtr 1,February,2,24,29,0.225833333,6.775,63.75,29,80,10,51,35,5.42
R001,Spice Garden,North Indian,Chennai,Naan,No,Sunny,Yes,2025,Qtr 2,June,1,103,48,0.133009709,5.28957529,81.46718147,48,259,25,211,33,13.7
R001,Spice Garden,North Indian,Chennai,Naan,No,Sunny,Yes,2025,Qtr 3,July,19,146,0,0,0,100,0,224,25,224,32,0
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Cloudy,No,2025,Qtr 2,May,26,70,18,0.054,4.021276596,80.85106383,18,94,10,76,30,3.78
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Cloudy,No,2025,Qtr 2,June,20,194,53,0.052731959,3.653571429,81.07142857,53,280,15,227,22,10.23
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Cloudy,No,2025,Qtr 3,July,23,26,26,0.269230769,9.210526316,65.78947368,26,76,0,50,37,7
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Cloudy,Yes,2025,Qtr 3,July,6,272,34,0.040294118,3.665551839,88.62876254,34,299,15,265,28,10.96
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Rainy,No,2025,Qtr 3,September,10,39,19,0.126153846,4.685714286,81.9047619,19,105,15,86,31,4.92
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Rainy,Yes,2025,Qtr 3,August,3,67,93,0.419104478,14.77894737,51.05263158,93,190,10,97,39,28.08
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Sunny,No,2025,Qtr 1,January,17,147,52,0.096122449,5.233333333,80.74074074,52,270,25,218,38,14.13
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Sunny,No,2025,Qtr 3,July,10,45,42,0.190444444,6.6953125,67.1875,42,128,0,86,31,8.57
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Sunny,No,2025,Qtr 3,August,11,73,19,0.052876712,4.886075949,75.94936709,19,79,25,60,23,3.86
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Sunny,No,2025,Qtr 3,August,15,28,7,0.062142857,2.71875,89.0625,7,64,25,57,35,1.74
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Sunny,No,2025,Qtr 3,August,22,31,14,0.13,6.5,77.41935484,14,62,15,48,28,4.03
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Sunny,No,2025,Qtr 3,September,2,57,50,0.197719298,8.537878788,62.12121212,50,132,5,82,22,11.27
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Sunny,No,2025,Qtr 4,November,12,229,41,0.043624454,4.094262295,83.19672131,41,244,15,203,31,9.99
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Sunny,No,2025,Qtr 4,December,12,172,36,0.071918605,6.476439791,81.15183246,36,191,5,155,37,12.37
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Sunny,Yes,2025,Qtr 2,June,15,178,35,0.065561798,4.322222222,87.03703704,35,270,0,235,35,11.67
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,No,Sunny,Yes,2025,Qtr 4,November,1,36,6,0.041944444,2.253731343,91.04477612,6,67,20,61,29,1.51
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,Yes,Cloudy,No,2025,Qtr 1,March,26,86,14,0.048023256,2.096446701,92.89340102,14,197,15,183,31,4.13
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,Yes,Sunny,No,2025,Qtr 1,January,28,274,21,0.016751825,1.64516129,92.47311828,21,279,20,258,30,4.59
R001,Spice Garden,North Indian,Chennai,Paneer Butter Masala,Yes,Sunny,Yes,2025,Qtr 1,March,30,161,9,0.016770186,1.413612565,95.28795812,9,191,25,182,22,2.7
R001,Spice Garden,South Indian,Chennai,Dosa,No,Cloudy,No,2025,Qtr 3,July,17,198,33,0.050858586,4.076923077,86.63967611,33,247,0,214,29,10.07
R001,Spice Garden,South Indian,Chennai,Dosa,No,Cloudy,No,2025,Qtr 3,July,23,87,23,0.051609195,2.565714286,86.85714286,23,175,15,152,27,4.49
R001,Spice Garden,South Indian,Chennai,Dosa,No,Cloudy,No,2025,Qtr 3,July,31,94,50,0.118297872,4.614107884,79.25311203,50,241,0,191,39,11.12
R001,Spice Garden,South Indian,Chennai,Dosa,No,Cloudy,No,2025,Qtr 3,September,15,193,62,0.075025907,5.134751773,78.0141844,62,282,25,220,37,14.48
R001,Spice Garden,South Indian,Chennai,Dosa,No,Rainy,No,2025,Qtr 2,May,8,106,35,0.112169811,6.532967033,80.76923077,35,182,25,147,26,11.89
R001,Spice Garden,South Indian,Chennai,Dosa,No,Rainy,No,2025,Qtr 3,July,10,115,56,0.16173913,10.62857143,68,56,175,15,119,27,18.6
